"ORIGIN","DEST",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","SLC",
"AUS","MSP",
"AUS","ATL",
"AUS","DTW",
"AUS","ATL",
"AUS","ATL",
"AUS","BNA",
"AUS","BNA",
"AUS","BNA",
"AUS","BWI",
"AUS","BWI",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DCA",
"AUS","DEN",
"AUS","DEN",
"AUS","DEN",
"AUS","HOU",
"AUS","HOU",
"AUS","HOU",
"AUS","LAS",
"AUS","LAS",
"AUS","MCO",
"AUS","MCO",
"AUS","MDW",
"AUS","MDW",
"AUS","MDW",
"AUS","MSY",
"AUS","OAK",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","STL",
"AUS","STL",
"AUS","ATL",
"AUS","ATL",
"AUS","BNA",
"AUS","BNA",
"AUS","BNA",
"AUS","BWI",
"AUS","BWI",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DCA",
"AUS","DEN",
"AUS","DEN",
"AUS","DEN",
"AUS","HOU",
"AUS","HOU",
"AUS","HOU",
"AUS","LAS",
"AUS","LAS",
"AUS","MCO",
"AUS","MCO",
"AUS","MDW",
"AUS","MDW",
"AUS","MDW",
"AUS","MSY",
"AUS","OAK",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","STL",
"AUS","STL",
"AUS","ATL",
"AUS","ATL",
"AUS","BNA",
"AUS","BNA",
"AUS","BWI",
"AUS","BWI",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DCA",
"AUS","DEN",
"AUS","DEN",
"AUS","HOU",
"AUS","HOU",
"AUS","HOU",
"AUS","LAS",
"AUS","LAS",
"AUS","MCO",
"AUS","MCO",
"AUS","MDW",
"AUS","MDW",
"AUS","MDW",
"AUS","MSY",
"AUS","OAK",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","STL",
"AUS","ATL",
"AUS","ATL",
"AUS","BNA",
"AUS","BNA",
"AUS","BWI",
"AUS","BWI",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DCA",
"AUS","DEN",
"AUS","DEN",
"AUS","HOU",
"AUS","HOU",
"AUS","HOU",
"AUS","LAS",
"AUS","LAS",
"AUS","MCO",
"AUS","MCO",
"AUS","MDW",
"AUS","MDW",
"AUS","MDW",
"AUS","MSY",
"AUS","OAK",
"AUS","PHX",
"AUS","PHX",
"AUS","STL",
"AUS","ATL",
"AUS","ATL",
"AUS","BNA",
"AUS","BNA",
"AUS","BWI",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DCA",
"AUS","DEN",
"AUS","DEN",
"AUS","DEN",
"AUS","HOU",
"AUS","HOU",
"AUS","HOU",
"AUS","LAS",
"AUS","LAS",
"AUS","MCO",
"AUS","MCO",
"AUS","MDW",
"AUS","MDW",
"AUS","MDW",
"AUS","MSY",
"AUS","OAK",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","STL",
"AUS","ATL",
"AUS","BNA",
"AUS","BNA",
"AUS","BNA",
"AUS","BWI",
"AUS","BWI",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DCA",
"AUS","DEN",
"AUS","DEN",
"AUS","DEN",
"AUS","DEN",
"AUS","HOU",
"AUS","HOU",
"AUS","HOU",
"AUS","LAS",
"AUS","LAS",
"AUS","LAX",
"AUS","LAX",
"AUS","MCO",
"AUS","MDW",
"AUS","MDW",
"AUS","MDW",
"AUS","MSY",
"AUS","OAK",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","SAN",
"AUS","STL",
"AUS","STL",
"AUS","ATL",
"AUS","ATL",
"AUS","BNA",
"AUS","BNA",
"AUS","BNA",
"AUS","BWI",
"AUS","BWI",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DCA",
"AUS","DEN",
"AUS","DEN",
"AUS","DEN",
"AUS","DEN",
"AUS","HOU",
"AUS","HOU",
"AUS","HOU",
"AUS","LAS",
"AUS","LAS",
"AUS","LAX",
"AUS","LAX",
"AUS","MCO",
"AUS","MCO",
"AUS","MDW",
"AUS","MDW",
"AUS","MDW",
"AUS","MSY",
"AUS","OAK",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","SAN",
"AUS","STL",
"AUS","STL",
"AUS","ATL",
"AUS","ATL",
"AUS","BNA",
"AUS","BNA",
"AUS","BWI",
"AUS","BWI",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DAL",
"AUS","DCA",
"AUS","DEN",
"AUS","DEN",
"AUS","HOU",
"AUS","HOU",
"AUS","HOU",
"AUS","LAS",
"AUS","LAS",
"AUS","MCO",
"AUS","MCO",
"AUS","MDW",
"AUS","MDW",
"AUS","MDW",
"AUS","MSY",
"AUS","OAK",
"AUS","PHX",
"AUS","PHX",
"AUS","PHX",
"AUS","STL",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","IAD",
"AVL","ORD",
"AVL","PBI",
"AVL","FLL",
"AVL","DEN",
"AVL","SFB",
"AVL","PIE",
"AVL","DEN",
"AVL","PGD",
"AVL","PIE",
"AVL","HOU",
"AVL","SFB",
"AVL","SRQ",
"AVL","SFB",
"AVL","MDW",
"AVL","EWR",
"AVL","SRQ",
"AVL","FLL",
"AVL","PBI",
"AVL","EWR",
"AVL","EWR",
"AVL","HOU",
"AVL","SFB",
"AVL","SFB",
"AVL","PGD",
"AVL","FLL",
"AVL","BWI",
"AVL","PBI",
"AVL","EWR",
"AVL","MDW",
"AVL","PIE",
"AVL","SFB",
"AVL","FLL",
"AVL","PGD",
"AVL","PBI",
"AVL","SFB",
"AVL","DEN",
"AVL","DEN",
"AVL","PIE",
"AVL","BWI",
"AVL","SFB",
"AVL","SFB",
"AVL","FLL",
"AVL","MDW",
"AVL","AUS",
"AVL","PIE",
"AVL","FLL",
"AVL","AUS",
"AVL","PGD",
"AVL","PIE",
"AVL","AUS",
"AVL","PIE",
"AVL","SFB",
"AVL","SRQ",
"AVL","AUS",
"AVL","FLL",
"AVL","DEN",
"AVL","FLL",
"AVL","AUS",
"AVL","EWR",
"AVL","FLL",
"AVL","PIE",
"AVL","EWR",
"AVL","HOU",
"AVL","AUS",
"AVL","SFB",
"AVL","MDW",
"AVL","PGD",
"AVL","FLL",
"AVL","FLL",
"AVL","PIE",
"AVL","PIE",
"AVL","SRQ",
"AVL","SFB",
"AVL","PGD",
"AVL","HOU",
"AVL","PIE",
"AVL","AUS",
"AVL","PIE",
"AVL","PGD",
"AVL","PIE",
"AVL","HOU",
"AVL","BWI",
"AVL","PIE",
"AVL","HOU",
"AVL","SFB",
"AVL","PGD",
"AVL","SFB",
"AVL","SFB",
"AVL","PIE",
"AVL","SFB",
"AVL","PIE",
"AVL","SRQ",
"AVL","BWI",
"AVL","FLL",
"AVL","MDW",
"AVL","EWR",
"AVL","SFB",
"AVL","SFB",
"AVL","PGD",
"AVL","MDW",
"AVL","PGD",
"AVL","PBI",
"AVL","FLL",
"AVL","PIE",
"AVL","FLL",
"AVL","FLL",
"AVL","DEN",
"AVL","AUS",
"AVL","PBI",
"AVL","PGD",
"AVL","FLL",
"AVL","PIE",
"AVL","PIE",
"AVL","SFB",
"AVL","FLL",
"AVL","SRQ",
"AVL","SFB",
"AVL","SFB",
"AVL","DEN",
"AVL","HOU",
"AVL","FLL",
"AVL","FLL",
"AVL","SFB",
"AVL","PGD",
"AVL","SFB",
"AVL","FLL",
"AVL","BWI",
"AVL","BWI",
"AVL","SFB",
"AVL","AUS",
"AVL","PIE",
"AVL","MDW",
"AVL","BWI",
"AVL","SFB",
"AVL","EWR",
"AVL","PBI",
"AVL","SRQ",
"AVL","BWI",
"AVL","DEN",
"AVL","PBI",
"AVL","EWR",
"AVL","SRQ",
"AVL","EWR",
"AVL","FLL",
"AVL","MDW",
"AVL","PIE",
"AVL","HOU",
"AVL","GSO",
"AVL","GSO",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","IAD",
"AVL","IAD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","ORD",
"AVL","IAD",
"AVL","IAD",
"AVL","IAD",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","CLT",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","DFW",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","ATL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVL","PHL",
"AVP","DTW",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","ORD",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","CLT",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AVP","DTW",
"AZA","GTF",
"AZA","FWA",
"AZA","ATW",
"AZA","PVU",
"AZA","CVG",
"AZA","BIS",
"AZA","FWA",
"AZA","RFD",
"AZA","RDM",
"AZA","BIL",
"AZA","GRI",
"AZA","OAK",
"AZA","PSC",
"AZA","SBN",
"AZA","CVG",
"AZA","PVU",
"AZA","DSM",
"AZA","OMA",
"AZA","PVU",
"AZA","FAR",
"AZA","BZN",
"AZA","GJT",
"AZA","TVC",
"AZA","SBN",
"AZA","GRR",
"AZA","PVU",
"AZA","GRI",
"AZA","MFR",
"AZA","MLI",
"AZA","RAP",
"AZA","PVU",
"AZA","BZN",
"AZA","DSM",
"AZA","MLI",
"AZA","BIL",
"AZA","GTF",
"AZA","EUG",
"AZA","MOT",
"AZA","OAK",
"AZA","MSO",
"AZA","SGF",
"AZA","ATW",
"AZA","MEM",
"AZA","MOT",
"AZA","LAS",
"AZA","SBN",
"AZA","FSD",
"AZA","CID",
"AZA","FWA",
"AZA","LAS",
"AZA","PVU",
"AZA","TUS",
"AZA","DSM",
"AZA","PIA",
"AZA","CVG",
"AZA","PSC",
"AZA","IDA",
"AZA","PVU",
"AZA","GRI",
"AZA","PIA",
"AZA","PVU",
"AZA","BIS",
"AZA","FAR",
"AZA","CVG",
"AZA","SBN",
"AZA","SGF",
"AZA","PVU",
"AZA","MOT",
"AZA","FWA",
"AZA","LAS",
"AZA","FSD",
"AZA","BIL",
"AZA","SCK",
"AZA","GRR",
"AZA","LAS",
"AZA","ICT",
"AZA","BIL",
"AZA","BZN",
"AZA","GTF",
"AZA","GJT",
"AZA","EUG",
"AZA","IDA",
"AZA","ATW",
"AZA","EUG",
"AZA","PVU",
"AZA","TVC",
"AZA","GTF",
"AZA","MLI",
"AZA","SCK",
"AZA","PIA",
"AZA","MFR",
"AZA","GTF",
"AZA","MEM",
"AZA","PVU",
"AZA","PIA",
"AZA","ATW",
"AZA","PSC",
"AZA","BLI",
"AZA","BIS",
"AZA","RAP",
"AZA","MOT",
"AZA","PIA",
"AZA","MLI",
"AZA","FWA",
"AZA","MFR",
"AZA","PSC",
"AZA","DSM",
"AZA","PVU",
"AZA","CID",
"AZA","PVU",
"AZA","GRI",
"AZA","OAK",
"AZA","LAS",
"AZA","CVG",
"AZA","DSM",
"AZA","FAR",
"AZA","FAR",
"AZA","SCK",
"AZA","FCA",
"AZA","MSO",
"AZA","FCA",
"AZA","RDM",
"AZA","SGF",
"AZA","IDA",
"AZA","ICT",
"AZA","RDM",
"AZA","LAS",
"AZA","GRR",
"AZA","RFD",
"AZA","EUG",
"AZA","DSM",
"AZA","FAR",
"AZA","SBN",
"AZA","LAS",
"AZA","BIL",
"AZA","GRI",
"AZA","STC",
"AZA","BZN",
"AZA","RDM",
"AZA","PSC",
"AZA","BIL",
"AZA","OMA",
"AZA","CID",
"AZA","CID",
"AZA","BIS",
"AZA","GRI",
"AZA","SBN",
"AZA","MEM",
"AZA","BZN",
"AZA","MLI",
"AZA","FSD",
"AZA","BLI",
"AZA","RAP",
"AZA","MSO",
"AZA","MFR",
"AZA","GTF",
"AZA","OMA",
"AZA","PVU",
"AZA","PIA",
"AZA","STC",
"AZA","MOT",
"AZA","GJT",
"AZA","RFD",
"AZA","CID",
"AZA","SCK",
"AZA","PVU",
"AZA","BIS",
"AZA","BIS",
"AZA","MLI",
"AZA","SBN",
"AZA","SCK",
"AZA","PVU",
"AZA","EUG",
"AZA","OMA",
"AZA","FAR",
"AZA","FSD",
"AZA","EUG",
"AZA","RAP",
"AZA","MLI",
"AZA","PVU",
"AZA","PVU",
"AZA","ATW",
"AZA","MFR",
"AZA","BLI",
"AZA","FSD",
"AZA","GJT",
"AZA","BLI",
"AZA","PIA",
"AZA","SBN",
"AZA","MOT",
"AZA","RDM",
"AZA","BZN",
"AZA","FWA",
"AZA","PIA",
"AZA","SBN",
"AZA","BLI",
"AZA","FSD",
"AZA","IDA",
"AZA","SGF",
"AZA","CID",
"AZA","BIL",
"AZA","OAK",
"AZA","MEM",
"AZA","FWA",
"AZA","BLI",
"AZA","RAP",
"AZA","ATW",
"AZA","BLI",
"AZA","DSM",
"AZA","OMA",
"AZA","BZN",
"AZA","FAR",
"AZA","TVC",
"AZA","PIA",
"AZA","IDA",
"AZA","RAP",
"AZA","PVU",
"AZA","RFD",
"AZA","SCK",
"AZA","MOT",
"AZA","CID",
"AZA","GRI",
"AZA","CVG",
"AZA","CVG",
"AZA","GRR",
"AZA","OAK",
"AZA","FAR",
"AZA","FWA",
"AZA","PVU",
"AZA","OGD",
"AZA","CVG",
"AZA","SCK",
"AZA","RDM",
"AZA","SCK",
"AZA","FAR",
"AZA","RAP",
"AZA","FSD",
"AZA","ICT",
"AZA","OAK",
"AZA","FSD",
"AZA","STC",
"AZA","GRR",
"AZA","LAS",
"AZA","SGF",
"AZA","MSO",
"AZA","BIS",
"AZA","SGF",
"AZA","SCK",
"AZA","LAS",
"AZA","RAP",
"AZA","GRI",
"AZA","STC",
"AZA","DSM",
"AZA","PIA",
"AZA","PVU",
"AZA","TVC",
"AZA","GRR",
"AZA","OMA",
"AZA","GJT",
"AZA","BLI",
"AZA","RFD",
"AZA","RFD",
"AZA","ICT",
"AZA","CID",
"AZA","TVC",
"AZA","GJT",
"AZA","BIS",
"AZA","IDA",
"AZA","BLI",
"AZA","MFR",
"AZA","TVC",
"AZA","PIA",
"AZA","FSD",
"AZA","SGF",
"AZA","IDA",
"AZA","ICT",
"AZA","MEM",
"AZA","BLI",
"AZA","CID",
"AZA","OGD",
"AZA","RAP",
"AZA","SGF",
"AZA","SGF",
"AZA","CID",
"AZA","GTF",
"AZA","OGD",
"AZA","EUG",
"AZA","RFD",
"AZA","OAK",
"AZA","PSC",
"AZA","MFR",
"AZA","FSD",
"AZA","MOT",
"AZA","STC",
"AZA","OAK",
"AZA","RAP",
"AZA","PIA",
"AZA","OMA",
"AZA","GRR",
"AZA","MEM",
"AZA","CID",
"AZA","DSM",
"AZA","FAR",
"AZA","FAR",
"AZA","FCA",
"AZA","PSC",
"AZA","MEM",
"AZA","MOT",
"AZA","GJT",
"AZA","FSD",
"AZA","DSM",
"AZA","IDA",
"AZA","RDM",
"AZA","PVU",
"AZA","OAK",
"AZA","MSO",
"AZA","ICT",
"AZA","STC",
"AZA","FCA",
"AZA","GRI",
"AZA","SGF",
"AZA","EUG",
"AZA","FCA",
"AZA","MEM",
"AZA","PSC",
"AZA","GJT",
"AZA","OGD",
"AZA","DSM",
"AZA","ICT",
"AZA","DSM",
"AZA","PVU",
"AZA","LAS",
"AZA","MSO",
"AZA","CID",
"AZA","BLI",
"AZA","GJT",
"AZA","GRR",
"AZA","TVC",
"AZA","MFR",
"AZA","GRR",
"AZA","TVC",
"AZA","SGF",
"AZA","PVU",
"AZA","RDM",
"AZA","BIL",
"AZA","BIS",
"AZA","OMA",
"AZA","BZN",
"AZA","LAS",
"AZA","LAS",
"AZA","IDA",
"AZA","SGF",
"AZA","MSO",
"AZA","GTF",
"AZA","OGD",
"AZA","MLI",
"AZA","OGD",
"AZA","IDA",
"AZA","ATW",
"AZA","FCA",
"AZA","RFD",
"AZA","RAP",
"AZA","MSO",
"AZA","DSM",
"AZA","BLI",
"AZA","FSD",
"AZA","BZN",
"AZA","FAR",
"AZA","PVU",
"AZA","GRR",
"AZA","OGD",
"AZA","ICT",
"AZA","IDA",
"AZA","STC",
"AZA","GTF",
"AZA","MEM",
"AZA","OGD",
"AZA","IDA",
"AZA","GRR",
"AZA","ATW",
"AZA","CVG",
"AZA","GRR",
"AZA","RDM",
"AZO","DTW",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","ORD",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"AZO","DTW",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","MIA",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ATL",
"BDL","ATL",
"BDL","ATL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","FLL",
"BDL","MCO",
"BDL","MCO",
"BDL","MCO",
"BDL","MCO",
"BDL","MCO",
"BDL","MCO",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","MYR",
"BDL","BWI",
"BDL","DEN",
"BDL","MCO",
"BDL","MCO",
"BDL","MDW",
"BDL","RSW",
"BDL","TPA",
"BDL","BWI",
"BDL","DEN",
"BDL","MCO",
"BDL","MCO",
"BDL","MDW",
"BDL","RSW",
"BDL","TPA",
"BDL","BWI",
"BDL","DEN",
"BDL","MCO",
"BDL","MCO",
"BDL","MDW",
"BDL","RSW",
"BDL","TPA",
"BDL","BWI",
"BDL","DEN",
"BDL","MCO",
"BDL","MCO",
"BDL","MDW",
"BDL","RSW",
"BDL","TPA",
"BDL","BWI",
"BDL","BWI",
"BDL","BWI",
"BDL","DEN",
"BDL","MCO",
"BDL","MCO",
"BDL","MDW",
"BDL","RSW",
"BDL","TPA",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
"BDL","ORD",
